nb_bit	taps	seed	TF coverage	num of test patterns	weights	freq of zeros
15	15, 14, 13, 11	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]	63.9494%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.499662
15	15, 14, 13, 11	[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]	67.3928%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.531018
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	65.4603%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.579391
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	67.6037%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.524956
15	15, 14, 13, 11	[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1][1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]	63.9494%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.499662
15	15, 14, 13, 11	[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1][0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]	67.4631%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.500966
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	64.2656%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.491743
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	67.1469%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.493417
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]	63.9494%	4000	0.5, 0.25	0.5	0.499662
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	68.4821%	4000	0.5, 0.25	0.8, 0.2	0.505722
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	67.7793%	4000	0.5, 0.25	0.5	0.516699
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	68.3064%	4000	0.5, 0.25	0.8, 0.2	0.506140
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1]	63.9494%	4000	0.5, 0.75	0.5	0.499662
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]	68.4118%	4000	0.5, 0.75	0.9, 0.1	0.521790
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	66.9361%	4000	0.5, 0.75	0.5	0.596900
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	68.5172%	4000	0.5, 0.75	0.9, 0.1	0.525501
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]	63.9494%	4000	0.5, 0.125	0.5	0.499662
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]	68.4118%	4000	0.5, 0.125	0.9, 0.1	0.468967
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	66.4441%	4000	0.5, 0.125	0.5	0.350209
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	68.4118%	4000	0.5, 0.125	0.9, 0.1	0.468955
15	15, 14, 13, 11	[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]	63.9494%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.499662
15	15, 14, 13, 11	[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]	67.0063%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.516818
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	66.4090%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.576649
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	67.2523%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.528923
15	15, 14, 13, 11	[0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1][0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]	63.9494%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.499662
15	15, 14, 13, 11	[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1][0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1][0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0][0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]	66.3387%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.502070
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	65.6711%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.486054
15	15, 14, 13, 11	[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]	66.9361%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.500302
17	17, 16, 15, 14	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]	62.8602%	1000	0.5	1.0	0.500173
17	17, 16, 15, 14	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]	65.1792%	2000	0.5	1.0	0.500173
17	17, 16, 15, 14	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]	65.9522%	3000	0.5	1.0	0.500173
17	17, 16, 15, 14	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]	66.6901%	4000	0.5	1.0	0.500173
17	17, 16, 15, 14	[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]	61.7006%	1000	0.5	1.0	0.501618
17	17, 16, 15, 14	[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]	65.3197%	2000	0.5	1.0	0.501618
17	17, 16, 15, 14	[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]	66.5144%	3000	0.5	1.0	0.501618
17	17, 16, 15, 14	[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]	67.1469%	4000	0.5	1.0	0.501618
17	17, 16, 15, 14	[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]	62.0520%	1000	0.5	1.0	0.498497
17	17, 16, 15, 14	[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]	65.0387%	2000	0.5	1.0	0.498497
17	17, 16, 15, 14	[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]	66.9009%	3000	0.5	1.0	0.498497
17	17, 16, 15, 14	[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]	67.9199%	4000	0.5	1.0	0.498497
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.1926%	1000	0.5	1.0	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.7576%	2000	0.5	1.0	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.6198%	3000	0.5	1.0	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	68.7632%	4000	0.5	1.0	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]	62.1926%	1000	0.5, 0.25	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]	62.0871%	1000	0.5, 0.25	0.8, 0.2	0.513945
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	63.2818%	1000	0.5, 0.25	0.5	0.519428
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.3682%	1000	0.5, 0.25	0.8, 0.2	0.513621
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]	62.1926%	1000	0.5, 0.75	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]	62.0169%	1000	0.5, 0.75	0.9, 0.1	0.533796
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	61.9115%	1000	0.5, 0.75	0.5	0.634515
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.7196%	1000	0.5, 0.75	0.9, 0.1	0.532906
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]	62.1926%	1000	0.5, 0.125	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]	61.9466%	1000	0.5, 0.125	0.9, 0.1	0.469204
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	61.3844%	1000	0.5, 0.125	0.5	0.337766
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.0520%	1000	0.5, 0.125	0.9, 0.1	0.474341
17	17, 16, 15, 14	[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]	62.1926%	1000	0.25, 0.5, 0.75	0.3333333333333333	0.501073
17	17, 16, 15, 14	[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]	61.1736%	1000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.534939
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.4034%	1000	0.25, 0.5, 0.75	0.3333333333333333	0.598032
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	61.5952%	1000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.534203
17	17, 16, 15, 14	[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1][1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]	62.1926%	1000	0.125, 0.25, 0.5, 0.75	0.25	0.501073
17	17, 16, 15, 14	[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1][0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]	62.7547%	1000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.502753
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	59.8735%	1000	0.125, 0.25, 0.5, 0.75	0.25	0.490670
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	61.7358%	1000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.501863
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]	62.1926%	2000	0.5, 0.25	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]	64.7224%	2000	0.5, 0.25	0.8, 0.2	0.507220
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.3387%	2000	0.5, 0.25	0.5	0.516813
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	65.2143%	2000	0.5, 0.25	0.8, 0.2	0.509011
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]	62.1926%	2000	0.5, 0.75	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]	64.7224%	2000	0.5, 0.75	0.9, 0.1	0.528654
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.3359%	2000	0.5, 0.75	0.5	0.635029
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	65.5657%	2000	0.5, 0.75	0.9, 0.1	0.528640
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]	62.1926%	2000	0.5, 0.125	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]	64.5819%	2000	0.5, 0.125	0.9, 0.1	0.464547
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	62.6493%	2000	0.5, 0.125	0.5	0.335900
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.7927%	2000	0.5, 0.125	0.9, 0.1	0.469388
17	17, 16, 15, 14	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]	62.1926%	2000	0.25, 0.5, 0.75	0.3333333333333333	0.501073
17	17, 16, 15, 14	[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0]	64.3008%	2000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.532082
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.5467%	2000	0.25, 0.5, 0.75	0.3333333333333333	0.599416
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	63.9845%	2000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.532678
17	17, 16, 15, 14	[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1][0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1]	62.1926%	2000	0.125, 0.25, 0.5, 0.75	0.25	0.501073
17	17, 16, 15, 14	[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0][0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]	65.4252%	2000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.499706
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.8981%	2000	0.125, 0.25, 0.5, 0.75	0.25	0.490214
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	65.2846%	2000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.498464
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]	62.1926%	3000	0.5, 0.25	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]	66.6901%	3000	0.5, 0.25	0.8, 0.2	0.506081
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.2684%	3000	0.5, 0.25	0.5	0.517245
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.7252%	3000	0.5, 0.25	0.8, 0.2	0.506722
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]	62.1926%	3000	0.5, 0.75	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]	66.1982%	3000	0.5, 0.75	0.9, 0.1	0.526525
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	65.3900%	3000	0.5, 0.75	0.5	0.635130
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.5847%	3000	0.5, 0.75	0.9, 0.1	0.527170
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]	62.1926%	3000	0.5, 0.125	0.5	0.501073
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]	66.1982%	3000	0.5, 0.125	0.9, 0.1	0.462625
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.2656%	3000	0.5, 0.125	0.5	0.335797
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.2333%	3000	0.5, 0.125	0.9, 0.1	0.467407
17	17, 16, 15, 14	[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]	62.1926%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.501073
17	17, 16, 15, 14	[1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]	65.4603%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.529562
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.0766%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.597371
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.2684%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.529751
17	17, 16, 15, 14	[1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1][0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]	62.1926%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.501073
17	17, 16, 15, 14	[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0][0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]	66.5495%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.497390
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.0928%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.490941
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.2523%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496202
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]	69.0443%	4000	0.5, 0.25	0.5	0.517607
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]	67.2523%	4000	0.5, 0.25	0.8, 0.2	0.505092
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.9712%	4000	0.5, 0.25	0.5	0.514335
